aX,aY,aZ,gX,gY,gZ
-1.0434,4.0727,1.4455,16.38,-3.92,-221.27
0.0863,3.7236,0.1393,16.59,0.14,-224.14
0.4639,3.4264,-0.5835,42.14,4.48,-223.65
0.9522,4.1159,-0.459,63.35,6.02,-222.11
1.5602,5.3642,-0.2971,68.04,7.98,-221.62
2.4409,6.2929,0.0049,55.58,11.2,-221.34
3.6471,6.5322,0.0863,45.71,11.48,-219.8
4.9102,6.5606,0.0431,45.5,9.17,-213.22
5.934,6.8725,0.3825,48.23,4.62,-202.09
6.8343,7.4893,0.1049,46.62,-12.18,-187.74
7.504,8.0777,-0.0049,45.22,-28.56,-178.36
9.3085,8.3464,0.0147,46.9,-41.3,-168.42
11.6866,8.8633,-0.4256,52.22,-44.59,-137.69
13.3665,9.7292,-0.5698,49.77,-42.63,-107.24
14.3569,10.3705,-1.1297,43.82,-45.85,-78.75
15.0218,10.246,-1.5887,18.55,-53.27,-56.42
15.1277,9.6674,-2.0388,32.55,-55.44,-35.7
14.7492,9.1359,-2.4929,33.6,-52.29,-8.82
13.9598,8.5328,-2.7753,37.1,-43.96,21.14
12.9644,7.9581,-2.5321,40.67,-30.03,47.74
3.8285,-0.9042,-4.2737,104.3,-61.18,100.1
2.5703,11.6101,2.2781,124.39,-72.8,133.49
1.9094,19.1524,6.1596,9.73,-70.35,103.67
2.1104,16.6105,2.2202,-77.77,-29.26,23.31
4.2786,11.4905,-2.8282,-93.45,-4.9,-37.03
2.9332,7.8345,-4.2208,-82.32,5.88,-31.43
1.5122,5.4751,-2.6125,-52.29,-17.5,23.03
1.3739,4.8621,-0.8522,4.41,-40.04,69.51
1.8525,7.5992,0.6266,50.12,-40.04,66.36
2.8184,11.4522,1.1297,31.92,-26.95,38.99
3.2254,12.6535,0.9287,-16.03,-13.58,11.9
2.9145,10.4137,-0.2059,-38.57,-6.16,-1.19
2.4311,7.9963,-0.5119,-21.63,-7.77,6.58
2.1153,7.4374,-0.2157,6.37,-13.65,20.3
2.1437,8.5141,-0.2589,17.78,-15.96,23.66
2.4311,9.586,-0.3256,15.47,-15.75,15.4
2.6753,9.992,-0.2589,5.46,-11.48,4.62
2.7802,9.5713,-1.1101,0.84,-13.23,-3.71
2.5272,9.686,-1.5024,1.26,-28.35,-7.42
2.4507,9.3555,-0.407,-3.85,-25.2,-9.03
2.7566,9.131,-0.6894,3.01,-17.43,-14.63
3.1636,9.179,0.5786,6.65,-13.16,-15.19
2.7998,9.432,1.0719,3.08,0.63,-13.65
2.6517,9.485,-1.0621,1.96,3.08,-15.75
2.5223,9.3271,-0.1912,0.91,4.76,-19.67
2.5027,9.0162,0.0098,3.78,7.14,-20.86
2.6419,8.7956,0.4021,8.19,10.85,-16.8
2.6174,8.925,0.7375,13.93,16.87,-14.84
2.3016,9.2604,0.3207,14.56,22.33,-15.75
1.929,9.4615,0.1432,12.6,24.29,-19.25
2.0721,9.4232,-0.1677,11.69,21.98,-23.1
2.5174,9.3703,-0.4168,16.24,20.51,-26.6
2.4075,9.3654,0.0667,16.94,24.08,-27.44
2.2732,9.4281,-0.0147,15.47,22.96,-24.71
2.0055,9.4183,-0.1912,12.39,23.94,-22.54
1.8427,9.2359,-0.2059,9.24,27.79,-22.33
2.3879,9.1692,-1.168,23.38,19.53,-24.64
1.9378,9.3173,-0.4501,23.8,23.45,-30.52
1.6367,9.4281,-0.9954,19.95,27.58,-30.24
1.7662,9.3987,-0.0765,17.15,22.26,-28.28
1.5985,9.1506,-0.5403,19.6,18.41,-24.08
1.2013,9.1025,-0.3109,21.07,18.06,-22.4
0.9718,9.332,-0.6982,21.77,16.1,-22.89
1.0101,9.6478,-1.2199,17.22,9.59,-24.92
1.015,9.6674,-1.1484,9.94,4.97,-26.46
1.1101,9.385,-1.0003,4.13,3.08,-27.93
1.1435,9.0976,-0.3923,7.84,4.55,-25.34
1.0189,9.2026,-0.3825,6.93,8.19,-21.84
1.1003,9.5664,-0.8708,2.94,8.26,-20.44
0.8522,9.6625,-0.9375,-0.42,6.65,-18.83
0.3687,9.4281,-0.7326,-5.32,2.66,-18.9
0.5315,9.1359,-0.7708,-5.67,-5.46,-16.8
0.7894,8.978,-0.5933,-2.52,-6.23,-12.11
1.1964,9.1212,-0.66,2.03,-4.06,-6.79
1.1768,9.4752,-0.3207,1.26,0.63,-3.08
0.9522,9.7341,-0.4207,-6.65,1.89,-2.94
0.8708,9.5762,-0.201,-9.24,0.7,-2.03
0.6129,9.3899,-0.0235,-7.84,3.57,1.96
0.8953,9.5046,-0.5933,-7.77,2.38,7.14
1.0768,9.6811,-0.708,-8.82,1.47,9.8
0.8228,9.7488,-0.914,-16.31,5.04,5.25
1.2582,9.3604,-0.3393,-12.6,4.48,3.71
1.1533,9.2271,0.2108,-10.08,11.9,9.31
1.3778,9.586,-0.507,-9.94,12.88,14.77
1.1052,9.6674,-0.1098,-13.02,12.6,18.83
1.0003,9.6144,-0.2108,-15.89,10.85,18.2
1.3111,9.5948,-0.1579,-11.2,10.5,19.39
1.57,9.8106,0.2922,-4.2,15.68,24.85
1.9339,10.4186,0.8757,3.15,24.85,33.32
1.8858,11.0982,1.4308,-4.13,38.08,36.54
1.5504,11.3561,1.0101,-17.71,43.75,33.46
0.354,11.3806,-0.1196,-22.12,36.54,32.41
-0.4501,11.2894,-0.2971,-17.22,16.1,37.45
-0.1196,11.4708,-0.4835,-16.87,3.29,45.08
0.66,11.6915,-1.4837,-19.81,5.6,46.13
1.9858,11.7395,-0.6894,-8.12,-3.78,44.52
1.3494,12.4956,1.2347,1.82,8.89,58.94
2.6753,14.2991,1.3641,0.21,8.89,71.61
-1.1101,14.8639,1.4641,-53.34,20.79,24.64
1.4308,12.4574,-2.3016,-37.59,13.72,1.19
0.3736,12.5143,1.1631,-17.08,14.07,16.45
-0.6894,13.3518,1.5651,-32.27,23.03,39.41
0.5217,13.4047,0.2589,-47.25,18.41,40.88
-0.7845,13.0938,1.9339,-45.78,30.52,26.88
-1.7034,13.0644,1.6554,-40.88,33.67,23.73
-2.0574,12.629,1.5602,-49.7,24.43,27.16
-2.536,11.6817,1.8044,-43.26,13.72,31.99
-2.9292,10.7824,2.4409,-37.31,-4.2,39.48
-2.9047,10.9972,2.69,-17.99,-26.67,52.99
-0.9954,11.9837,1.7034,-6.86,-48.23,64.12
3.4843,12.6771,-0.0333,6.16,-66.64,78.89
5.2211,14.505,-1.268,-20.51,-79.17,95.48
4.6425,14.9022,-1.8231,-28.77,-79.17,109.06
6.2017,13.5194,-3.5127,-40.88,-108.99,122.29
17.243,17.0175,-5.2113,-43.61,-84.98,232.54
14.405,17.5343,-4.2257,-33.46,-52.15,220.57
9.6762,17.9795,-2.8479,-43.61,-28.63,210.77
6.0056,17.6784,-1.9378,-84.42,-18.83,200.41
2.9763,16.4006,-2.436,-114.31,-18.83,193.13
0.9767,14.5344,-2.5458,-124.46,-23.94,184.73
-0.2393,12.6339,-1.9045,-119.77,-35.56,175.63
-0.2922,11.1119,-1.4504,-113.82,-49.0,166.95
0.5217,10.1597,-1.8231,-107.8,-60.62,148.19
0.9571,9.432,-1.929,-104.93,-68.25,124.25
-0.153,8.3513,-1.0964,-118.58,-77.49,95.55
-3.6373,7.2452,-0.4639,-126.28,-74.2,64.4
-6.542,5.5231,0.2589,-123.76,-68.04,29.33
-6.7431,3.8815,-0.6796,-119.07,-85.75,-12.74
-5.226,2.9145,-2.7566,-97.23,-103.67,-38.5
-4.1394,2.0574,-2.6753,-77.21,-110.81,-56.84
-3.7138,1.8809,-2.7517,-51.38,-104.79,-71.89
-3.9099,2.2683,-2.4791,-23.73,-90.58,-86.38
-4.6376,2.838,-2.0535,-15.75,-77.77,-102.55
-5.2024,3.3303,-1.3739,-15.61,-64.61,-122.71
-4.4797,3.3784,-0.8953,-17.01,-60.62,-145.6
-3.1254,3.3352,-1.3308,-21.91,-60.34,-164.71
-2.1153,3.3166,-1.9045,-17.57,-71.05,-180.11
-2.1967,3.1156,-1.0238,-4.06,-73.64,-195.79
-2.536,3.2784,-0.4982,3.85,-71.54,-209.65
-1.57,3.9285,-1.0719,13.3,-79.73,-228.69
-0.56,4.6611,-1.421,19.46,-91.21,-235.83
-0.1245,4.8386,-0.5698,18.41,-91.7,-237.3
0.861,5.1348,-0.9287,15.96,-84.7,-239.54
2.2398,5.5368,-1.5887,19.39,-84.84,-238.42
2.6605,5.8046,-1.5073,21.21,-85.96,-227.08
3.5745,6.236,-1.7662,31.15,-74.62,-228.62
4.3071,7.1981,-1.369,33.74,-49.49,-228.76
5.3407,8.0875,-1.522,21.21,-36.96,-208.11
5.9487,8.3651,-1.469,11.69,-39.55,-196.77
6.188,8.0777,-0.407,15.96,-44.1,-191.66
6.6332,8.4033,-0.459,20.51,-54.81,-187.88
7.4227,8.8485,-0.7414,14.35,-67.06,-178.71
8.1258,8.8387,-0.8473,9.24,-78.19,-167.3
8.7191,8.8005,-1.1582,9.24,-82.81,-154.91
9.5909,8.9201,-1.7083,10.5,-90.86,-140.91
10.3803,9.0829,-1.828,10.92,-98.35,-122.71
11.1551,9.1928,-2.0055,8.96,-97.16,-101.78
12.3181,9.1977,-3.3833,7.49,-96.53,-78.33
13.6156,8.8917,-3.1254,9.38,-92.26,-53.06
14.2138,8.6475,-2.029,14.98,-79.17,-21.28
14.2804,8.7054,-1.3494,15.33,-65.73,19.53
13.6969,8.5995,-0.7463,6.58,-54.81,49.35
12.2465,8.1023,0.0716,-5.67,-44.94,71.54
10.9452,6.9725,0.1393,-24.36,-15.33,91.63
12.5525,8.3415,-0.1147,72.24,0.63,78.96
7.9012,-2.4164,-1.1582,46.69,-62.86,94.08
0.5786,2.1055,1.3592,119.91,-54.6,201.88
-0.0912,16.4909,-0.8659,42.0,-79.73,69.44
5.6427,17.1999,0.7659,-44.66,-70.07,-9.31
6.4753,12.3711,1.6799,-72.94,-22.05,-26.6
2.9959,8.4131,0.2059,-65.45,6.65,-5.46
0.9287,6.4459,-2.1967,-30.1,-11.9,24.57
1.1248,6.7715,-1.7515,11.9,-34.93,43.54
1.8142,8.8054,-0.0579,22.54,-31.78,40.53
3.0057,10.7775,-0.0049,3.71,-25.62,25.69
3.6422,10.9491,0.814,-20.58,-22.4,8.33
2.7665,9.9106,0.4639,-30.73,-13.3,-1.54
2.69,8.9113,-0.4119,-25.9,-17.92,-1.89
2.6802,8.4945,-0.0618,-14.14,-22.26,3.01
2.6419,8.7005,0.3354,-4.55,-20.51,4.9
2.6125,9.284,0.1677,1.82,-17.78,0.28
2.5272,9.787,-0.1147,-0.91,-10.92,-7.28
3.2068,9.6046,-0.1628,-5.18,-6.3,-13.3
3.3166,9.1506,0.0098,-1.19,-0.42,-15.75
2.9479,8.9152,0.1961,4.69,6.09,-14.98
