aX,aY,aZ,gX,gY,gZ
0.1200,0.9570,-0.0976,2.2400,0.0700,-2.2400
0.1181,0.9560,-0.0971,2.1700,0.0700,-2.3100
0.1176,0.9545,-0.0976,2.2400,-0.1400,-2.1700
0.1122,0.9545,-0.0976,2.3100,-0.4200,-2.1700
0.1171,0.9565,-0.1000,2.1700,-0.9100,-2.1700
0.1210,0.9550,-0.0956,1.9600,-0.8400,-2.1000
0.1230,0.9584,-0.0986,2.3800,-0.4200,-2.2400
0.1191,0.9570,-0.0952,2.2400,-0.5600,-2.4500
0.1191,0.9575,-0.1020,1.8900,-0.2800,-2.3800
0.1200,0.9555,-0.1000,2.1700,-0.2100,-2.3800
0.1176,0.9555,-0.0981,2.3800,-0.1400,-2.3800
0.1176,0.9570,-0.0971,2.1700,-0.4200,-2.3800
0.1152,0.9594,-0.0942,1.8200,-0.5600,-2.6600
0.1166,0.9579,-0.0942,2.0300,-0.3500,-2.5900
0.1157,0.9555,-0.0996,2.0300,-0.4900,-2.7300
0.1181,0.9555,-0.0981,2.1000,-0.2800,-2.5900
0.1176,0.9570,-0.0971,2.3100,-0.0700,-2.5200
0.1132,0.9609,-0.0937,1.9600,0.2800,-3.1500
0.1171,0.9540,-0.1010,1.7500,-0.4900,-2.3100
0.1142,0.9521,-0.0971,2.6600,-0.4900,-2.3100
0.1088,0.9560,-0.0942,3.0800,-0.0700,-2.5200
0.1137,0.9618,-0.0986,2.1000,-0.2100,-2.5900
0.1118,0.9555,-0.0956,1.6800,0.0000,-2.5900
0.1157,0.9540,-0.1005,2.2400,0.0700,-2.1700
0.1098,0.9555,-0.0986,2.9400,0.1400,-2.7300
0.1122,0.9594,-0.0981,2.4500,0.4200,-2.1700
0.1166,0.9536,-0.1020,2.8700,0.1400,-1.3300
0.1049,0.9560,-0.0966,3.0800,0.4200,-1.9600
0.1064,0.9579,-0.1020,2.5200,-0.1400,-1.8200
0.1108,0.9599,-0.0932,2.2400,-0.2800,-2.0300
0.1137,0.9570,-0.0991,2.2400,0.0000,-1.8900
0.1122,0.9555,-0.0986,2.6600,0.4900,-2.0300
0.1122,0.9540,-0.0996,2.7300,0.4900,-2.0300
0.1083,0.9579,-0.0996,2.3800,0.2800,-2.0300
0.1098,0.9609,-0.0986,2.2400,0.4200,-2.5900
0.1122,0.9614,-0.1010,1.8200,0.2800,-2.8700
0.1113,0.9555,-0.0976,1.9600,0.5600,-2.0300
