aX,aY,aZ,gX,gY,gZ,label
0.0971,0.3738,-0.1235,29.19,-70.84,-158.76,walking_upstair
0.222,0.3309,-0.1645,38.36,-72.59,-159.25,walking_upstair
0.3245,0.3689,-0.0717,43.12,-55.16,-161.07,walking_upstair
0.4729,0.4304,-0.1215,55.16,-41.09,-154.42,walking_upstair
0.4563,0.5046,-0.0473,52.71,-32.62,-151.97,walking_upstair
0.4748,0.5568,-0.0981,50.33,-39.69,-149.1,walking_upstair
0.6017,0.5539,-0.0649,53.97,-43.68,-143.57,walking_upstair
0.7901,0.6115,-0.0444,59.85,-41.37,-131.95,walking_upstair
0.9389,0.7174,0.0268,57.89,-39.13,-115.22,walking_upstair
1.0551,0.8037,0.0859,45.92,-37.52,-98.14,walking_upstair
1.158,0.8359,0.0996,31.29,-35.0,-78.54,walking_upstair
1.2015,0.8276,0.0869,23.45,-27.79,-60.13,walking_upstair
1.1844,0.7867,0.0727,18.55,-23.59,-37.73,walking_upstair
1.1819,0.7476,0.0434,18.55,-20.16,-11.83,walking_upstair
1.1595,0.732,0.0224,21.56,-17.99,12.81,walking_upstair
1.0951,0.7178,0.0747,21.14,-13.44,33.46,walking_upstair
1.1029,0.6964,-0.1884,11.13,30.17,55.58,walking_upstair
1.5977,0.6559,-0.7579,57.75,-28.63,62.79,walking_upstair
2.8426,0.7749,-0.1142,108.71,-65.59,64.12,walking_upstair
1.6206,1.3932,0.6085,38.5,35.28,55.3,walking_upstair
0.4851,1.5557,0.7657,-58.66,92.4,-13.16,walking_upstair
-0.1688,1.239,-0.0839,-143.71,50.47,-73.85,walking_upstair
-0.6568,0.7418,-0.0561,-65.66,39.27,-69.65,walking_upstair
-0.0766,0.8237,-0.6525,150.78,-11.34,75.18,walking_upstair
0.0883,2.2121,-0.1459,72.1,-128.66,164.29,walking_upstair
-0.832,2.2941,0.9272,-155.75,-37.03,41.86,walking_upstair
0.243,1.1907,-0.1362,-143.64,-14.91,-83.79,walking_upstair
1.079,0.4416,-0.4973,-51.73,-71.61,-88.2,walking_upstair
0.6364,0.1308,0.0024,-55.02,-38.85,-6.44,walking_upstair
0.3143,0.3387,-0.3528,20.16,-43.54,65.8,walking_upstair
0.1127,0.9882,-0.1596,56.56,-50.19,64.47,walking_upstair
0.1274,1.5465,0.0737,1.75,-19.81,18.06,walking_upstair
0.3943,1.3064,0.1557,-55.09,-21.77,-8.05,walking_upstair
0.3792,0.7857,0.0712,-37.17,-7.63,-5.25,walking_upstair
0.2708,0.7237,-0.062,9.94,-8.4,10.57,walking_upstair
0.2294,0.9975,0.0049,17.22,-12.25,8.75,walking_upstair
0.3084,1.0887,0.0547,-2.24,-5.67,-1.89,walking_upstair
0.3528,0.9784,0.0356,-9.45,3.85,-11.62,walking_upstair
0.2835,0.8955,-0.0039,17.78,5.11,-12.81,walking_upstair
0.2225,0.9204,-0.0571,5.6,-0.98,-14.07,walking_upstair
0.2503,0.9604,-0.0547,2.73,-2.8,-16.1,walking_upstair
0.3143,0.9614,-0.0303,1.96,2.66,-19.74,walking_upstair
0.325,0.9531,-0.0039,2.45,9.17,-24.71,walking_upstair
0.2718,0.9653,-0.0229,3.5,12.32,-27.79,walking_upstair
0.1981,0.9623,-0.0468,1.61,10.22,-28.98,walking_upstair
0.1757,0.937,-0.062,3.78,4.97,-28.42,walking_upstair
0.2064,0.9106,-0.0346,8.96,2.24,-28.49,walking_upstair
0.2503,0.9087,-0.0376,16.03,3.64,-29.33,walking_upstair
0.2547,0.9248,-0.0488,21.35,7.84,-30.52,walking_upstair
0.2264,0.9531,-0.0673,26.32,7.63,-28.49,walking_upstair
0.162,0.9823,-0.0737,26.39,8.19,-24.08,walking_upstair
0.1557,0.9775,-0.0566,24.29,5.11,-23.17,walking_upstair
0.1957,0.9575,-0.0498,24.78,5.6,-24.15,walking_upstair
0.2259,0.9438,-0.0205,29.96,8.61,-23.66,walking_upstair
0.2133,0.9697,-0.0381,31.92,14.7,-23.1,walking_upstair
0.1762,1.0014,-0.0659,24.43,15.33,-25.62,walking_upstair
0.1518,1.0102,-0.1161,20.44,12.95,-24.78,walking_upstair
0.1249,0.9984,-0.0932,18.41,12.39,-25.13,walking_upstair
0.1249,0.9814,-0.0747,15.96,12.46,-25.34,walking_upstair
0.1298,0.9828,-0.0996,19.18,12.11,-25.97,walking_upstair
0.123,0.9682,-0.1005,12.53,12.11,-27.16,walking_upstair
0.1171,0.9399,-0.121,9.38,10.57,-26.81,walking_upstair
0.1332,0.8769,-0.0752,14.84,17.29,-15.82,walking_upstair
0.184,0.9233,-0.0327,2.31,25.41,9.31,walking_upstair
0.1679,0.935,-0.1615,-9.59,25.48,31.01,walking_upstair
0.1444,0.9252,-0.1586,0.56,21.56,26.95,walking_upstair
0.0703,0.9775,-0.1425,25.69,26.46,-14.98,walking_upstair
0.0615,1.0453,-0.0122,22.4,24.29,-49.35,walking_upstair
0.1103,1.0555,-0.0327,-7.21,24.01,-53.83,walking_upstair
0.1571,0.9526,-0.08,-21.7,23.1,-28.07,walking_upstair
0.1376,0.8686,-0.1484,-12.11,22.05,-5.95,walking_upstair
0.0581,0.8633,-0.1083,10.01,16.17,6.79,walking_upstair
0.0039,0.9052,-0.0488,17.43,9.8,5.6,walking_upstair
0.0527,0.9487,-0.0586,11.62,0.42,2.03,walking_upstair
0.0761,0.9731,-0.0761,6.37,0.63,1.61,walking_upstair
0.1332,0.9584,-0.0464,5.67,3.22,3.29,walking_upstair
0.1293,0.9653,-0.0586,3.08,4.62,6.37,walking_upstair
0.1078,0.954,-0.0625,-3.92,4.13,7.63,walking_upstair
0.0976,0.9374,-0.1283,-7.14,1.89,6.79,walking_upstair
0.1093,0.916,-0.1118,-2.52,-1.33,6.44,walking_upstair
0.1269,0.9248,-0.1342,0.35,-1.68,7.63,walking_upstair
0.1571,0.9394,-0.0996,3.57,-3.15,10.29,walking_upstair
0.1854,0.9614,-0.019,5.88,2.45,12.81,walking_upstair
0.1679,0.9926,-0.0137,6.3,11.83,15.96,walking_upstair
0.1132,1.0287,-0.0722,-4.48,13.79,14.21,walking_upstair
0.0869,1.0141,-0.1025,-13.09,4.27,10.5,walking_upstair
0.0937,0.9721,-0.1074,-13.3,-1.68,8.47,walking_upstair
0.1479,0.9579,-0.1,-4.62,2.73,9.73,walking_upstair
0.1815,1.0165,-0.0786,-1.47,13.37,9.1,walking_upstair
0.182,1.0346,-0.0205,-12.88,21.49,7.49,walking_upstair
0.1976,1.0253,-0.0737,-18.2,25.27,7.98,walking_upstair
0.1791,1.0053,-0.0742,-14.91,29.68,12.11,walking_upstair
0.1396,1.0189,-0.0937,-10.85,32.62,18.48,walking_upstair
0.121,1.0482,-0.0605,-3.64,31.78,26.67,walking_upstair
0.1078,1.0814,0.0625,-3.99,31.08,32.69,walking_upstair
0.0991,1.1219,0.0517,-12.74,31.57,37.03,walking_upstair
0.0503,1.1629,-0.1035,-20.02,25.97,41.23,walking_upstair
0.0449,1.1785,-0.1298,-16.1,10.99,45.85,walking_upstair
0.1005,1.2371,-0.0732,-7.0,2.38,57.89,walking_upstair
0.1152,1.3371,-0.0024,-7.91,7.98,63.35,walking_upstair
0.0512,1.4416,-0.0346,-20.09,18.48,65.73,walking_upstair
0.0503,1.5172,-0.2494,-28.7,22.33,60.48,walking_upstair
0.1728,1.5572,-0.1464,-13.93,4.76,62.09,walking_upstair
0.0673,1.6729,0.06,-35.07,14.63,72.38,walking_upstair
-0.1591,1.6582,0.1142,-45.85,42.14,63.91,walking_upstair
0.1176,1.5787,-0.0532,-49.21,35.35,60.76,walking_upstair
-0.2181,1.5548,0.2294,-45.85,51.45,71.19,walking_upstair
-0.3894,1.5411,0.121,-34.93,66.22,77.7,walking_upstair
-0.3616,1.5431,0.0737,-47.32,55.3,78.89,walking_upstair
-0.51,1.4767,0.1527,-45.22,48.79,80.22,walking_upstair
-0.5305,1.3449,0.2054,-38.64,32.34,80.71,walking_upstair
-0.429,1.2156,0.1737,-25.83,9.94,79.8,walking_upstair
-0.0156,1.0946,0.0317,-8.19,-6.37,84.07,walking_upstair
0.4353,1.1585,-0.365,-2.73,-41.37,93.38,walking_upstair
0.6276,1.2127,-0.1523,13.51,-71.33,106.26,walking_upstair
0.5636,1.3596,-0.0869,-14.07,-65.73,109.9,walking_upstair
0.6085,1.28,0.0205,-31.64,-46.62,99.82,walking_upstair
0.9862,1.1839,-0.1825,-38.85,-34.3,88.55,walking_upstair
1.483,1.0487,-0.2074,-21.35,-45.5,90.02,walking_upstair
1.607,1.1356,-0.429,-26.25,-45.36,117.39,walking_upstair
1.6563,1.2054,-0.2494,8.54,-14.14,138.6,walking_upstair
1.442,1.3698,-0.0727,21.42,31.71,123.27,walking_upstair
1.0838,1.5065,0.0429,-29.26,76.51,112.42,walking_upstair
0.7642,1.444,0.0468,-75.6,79.03,119.0,walking_upstair
0.5734,1.24,0.0395,-99.4,68.25,129.64,walking_upstair
0.5305,1.0507,-0.021,-97.58,53.9,131.25,walking_upstair
0.5617,0.936,-0.0298,-88.06,31.78,126.84,walking_upstair
0.5592,0.8764,-0.062,-71.05,14.63,108.78,walking_upstair
0.4807,0.8252,-0.1078,-75.6,1.82,101.36,walking_upstair
0.3582,0.7564,-0.0712,-69.02,-11.13,100.17,walking_upstair
0.2137,0.6749,0.0664,-62.65,-21.07,90.23,walking_upstair
0.1098,0.591,0.0908,-66.71,-25.48,70.28,walking_upstair
0.0459,0.5114,-0.0351,-65.03,-33.25,45.64,walking_upstair
-0.002,0.4255,-0.161,-53.9,-49.42,18.34,walking_upstair
-0.0932,0.3636,-0.1381,-43.26,-55.37,-4.34,walking_upstair
-0.1645,0.2933,-0.0512,-31.85,-50.54,-18.97,walking_upstair
-0.2108,0.2674,0.0234,-16.94,-41.79,-25.2,walking_upstair
-0.2098,0.2796,0.0878,-4.69,-36.12,-29.05,walking_upstair
-0.1523,0.3143,0.0786,-1.54,-39.97,-37.38,walking_upstair
-0.1186,0.3392,0.0268,-1.61,-48.58,-49.56,walking_upstair
-0.1723,0.3152,0.0966,-2.59,-54.81,-64.61,walking_upstair
-0.2757,0.2957,0.059,0.84,-54.81,-80.57,walking_upstair
-0.2845,0.2611,0.0791,11.55,-57.26,-95.76,walking_upstair
-0.1752,0.2303,-0.0229,24.43,-67.13,-109.06,walking_upstair
-0.1205,0.243,-0.1083,37.03,-74.48,-118.3,walking_upstair
-0.1327,0.2577,-0.1098,50.89,-73.99,-134.05,walking_upstair
-0.1742,0.3065,-0.0908,57.89,-61.25,-143.01,walking_upstair
-0.1313,0.3694,-0.0722,64.26,-45.64,-151.62,walking_upstair
-0.0239,0.429,-0.0508,57.26,-30.73,-161.84,walking_upstair
0.0878,0.4568,-0.0615,46.62,-14.7,-175.98,walking_upstair
0.1078,0.4646,-0.0815,40.39,8.05,-187.67,walking_upstair
0.0776,0.4431,-0.0229,41.79,21.98,-191.8,walking_upstair
0.0815,0.4426,0.0527,46.69,25.76,-188.02,walking_upstair
0.1523,0.4573,0.1098,50.82,17.71,-182.91,walking_upstair
0.2694,0.4948,0.1493,54.74,5.88,-182.7,walking_upstair
0.3338,0.5719,0.1654,60.62,6.09,-183.68,walking_upstair
0.4138,0.673,0.1947,56.49,5.95,-177.38,walking_upstair
0.5563,0.7452,0.181,42.49,2.73,-169.75,walking_upstair
0.8535,0.7505,0.183,34.65,5.18,-154.21,walking_upstair
0.895,0.7623,0.2377,36.75,8.82,-141.54,walking_upstair
1.0033,0.8218,0.2562,34.65,8.54,-114.52,walking_upstair
1.0946,0.8725,0.2645,27.02,9.59,-97.72,walking_upstair
1.1658,0.8784,0.2533,15.4,12.88,-71.61,walking_upstair
1.2029,0.8438,0.2279,7.35,14.77,-50.61,walking_upstair
1.1766,0.7881,0.2455,4.55,11.83,-27.93,walking_upstair
1.0838,0.7364,0.2786,-0.21,5.53,-6.44,walking_upstair
1.0111,0.6412,0.3196,-9.17,11.69,15.54,walking_upstair
1.649,0.6276,-0.8452,48.16,8.19,28.0,walking_upstair
3.2979,0.7823,-0.6764,157.08,-131.88,98.7,walking_upstair
3.6683,2.6572,0.3357,230.51,-202.37,246.05,walking_upstair
0.3938,3.7239,1.4791,-65.1,15.26,102.27,walking_upstair
-2.0345,2.1614,1.2854,-264.46,123.2,-57.26,walking_upstair
-1.9203,0.978,-0.3377,-241.99,95.41,-172.34,walking_upstair
-0.2767,0.551,-0.7891,-85.75,-82.53,-87.57,walking_upstair
0.4636,0.0068,-0.1918,-4.41,-134.26,38.01,walking_upstair
1.1795,-0.0307,-0.5505,49.56,-111.16,121.38,walking_upstair
1.4406,0.2933,-0.1635,159.32,-70.0,114.17,walking_upstair
0.5514,1.1922,0.2084,118.16,-21.63,78.19,walking_upstair
0.0234,1.8632,0.185,-18.83,-8.05,14.98,walking_upstair
-0.0303,1.7021,-0.0273,-87.57,-8.19,-36.33,walking_upstair
0.1835,0.853,-0.1264,-84.7,-7.63,-40.6,walking_upstair
0.3323,0.4494,-0.0551,-33.11,-11.76,-2.66,walking_upstair
0.3065,0.5236,-0.0947,28.84,-18.06,39.83,walking_upstair
0.2191,0.9248,-0.0615,45.15,-19.11,45.57,walking_upstair
0.2708,1.2151,0.0288,18.48,-18.69,19.11,walking_upstair
0.3226,1.1907,0.1171,-18.48,-11.62,-11.62,walking_upstair
0.3211,0.9614,0.0405,-25.97,-10.29,-18.83,walking_upstair
0.2679,0.8106,-0.0508,-10.22,-10.08,-8.61,walking_upstair
0.242,0.835,-0.0737,9.66,-10.43,-0.07,walking_upstair
0.2542,0.9453,-0.0278,14.42,-10.29,-5.32,walking_upstair
0.2796,1.0106,-0.0161,6.16,-7.42,-14.84,walking_upstair
0.2879,0.9833,-0.0429,0.56,-6.65,-20.51,walking_upstair
0.2762,0.935,0.0068,3.36,-7.84,-20.58,walking_upstair
0.284,0.9126,0.0532,9.73,-6.51,-21.07,walking_upstair
0.2899,0.9379,0.0264,13.02,-5.67,-24.85,walking_upstair
0.2869,0.974,0.0234,10.08,-4.55,-28.49,walking_upstair
0.2874,0.9599,0.001,6.3,-1.82,-31.43,walking_upstair
0.2889,0.9277,0.0098,9.45,-0.42,-32.62,walking_upstair
0.2928,0.9238,0.0278,12.46,1.61,-32.48,walking_upstair
0.2874,0.9374,0.0581,14.98,6.86,-32.55,walking_upstair
0.2503,0.9653,0.0185,12.81,13.72,-34.58,walking_upstair
0.242,0.9643,-0.0317,10.85,15.89,-36.54,walking_upstair
0.2347,0.9453,-0.0117,12.39,17.99,-36.54,walking_upstair
0.2284,0.9394,0.019,13.02,21.35,-17.99,walking_upstair
0.1869,0.9618,-0.0259,12.53,23.45,-35.21,walking_upstair
0.1171,0.9677,-0.063,11.34,25.83,-34.44,walking_upstair
0.1196,0.9565,-0.0732,11.76,26.88,-33.04,walking_upstair
0.1332,0.9428,-0.08,13.44,27.02,-30.87,walking_upstair
0.1332,0.9501,-0.0698,14.98,29.12,-29.33,walking_upstair
0.141,0.9579,-0.0483,14.28,29.89,-29.33,walking_upstair
0.121,0.9814,-0.0683,10.5,28.42,-31.08,walking_upstair
0.1288,0.9662,-0.0429,7.28,27.02,-34.09,walking_upstair
0.1601,0.9579,-0.0542,5.32,24.08,-35.07,walking_upstair
0.1279,0.9565,-0.0586,6.02,25.27,-32.76,walking_upstair
0.102,0.956,-0.0454,6.72,24.99,-30.24,walking_upstair
0.0717,0.9521,-0.0512,5.32,21.63,-27.93,walking_upstair
0.0122,0.9472,-0.061,6.3,19.11,-28.07,walking_upstair
0.0425,0.9355,-0.0361,6.16,13.16,-27.72,walking_upstair
0.0864,0.9374,0.0005,8.82,9.45,-25.06,walking_upstair
0.1015,0.9614,-0.0249,7.35,10.78,-19.39,walking_upstair
0.0776,0.9648,-0.0298,5.53,11.41,-16.1,walking_upstair
0.0644,0.9482,-0.001,4.69,10.71,-15.4,walking_upstair
0.0639,0.9443,-0.0351,2.17,10.57,-14.49,walking_upstair
0.0693,0.9477,-0.0571,3.71,9.03,-11.9,walking_upstair
0.0317,0.9531,-0.0244,3.29,7.7,-8.19,walking_upstair
0.021,0.9516,-0.0337,-0.56,3.85,-5.88,walking_upstair
0.0444,0.9565,-0.0673,0.91,-0.91,-3.64,walking_upstair
0.0244,0.9618,-0.0449,2.45,-1.68,-0.63,walking_upstair
0.0322,0.9745,-0.0264,0.84,3.29,2.66,walking_upstair
0.0742,0.9804,-0.0464,-1.89,9.1,4.41,walking_upstair
0.1059,0.9726,-0.0356,-3.78,11.34,7.28,walking_upstair
0.0586,0.9618,-0.0171,-3.78,20.3,13.02,walking_upstair
0.041,0.977,-0.0878,-4.97,25.76,17.43,walking_upstair
0.0703,0.9823,-0.1035,-3.43,16.59,20.79,walking_upstair
0.0063,0.9643,-0.019,-5.74,17.36,22.4,walking_upstair
0.0742,0.9545,-0.041,-4.55,12.53,23.31,walking_upstair
0.0952,0.9662,0.0171,3.15,12.81,26.67,walking_upstair
0.1283,0.9902,0.0044,1.05,21.7,28.07,walking_upstair
0.1659,1.0189,-0.08,2.66,26.39,29.89,walking_upstair
0.1235,1.0321,-0.0659,4.48,27.72,30.59,walking_upstair
0.0688,1.037,0.0161,2.31,31.78,29.26,walking_upstair
0.1054,1.059,-0.0537,-4.34,32.76,30.31,walking_upstair
0.1157,1.0643,-0.0752,3.92,28.14,33.53,walking_upstair
0.1049,1.1126,-0.0234,14.7,24.43,39.9,walking_upstair
0.0834,1.2361,-0.0102,19.32,21.35,47.6,walking_upstair
0.0229,1.3796,-0.019,14.56,20.3,52.99,walking_upstair
-0.0039,1.4845,-0.0015,1.12,15.05,54.25,walking_upstair
-0.0376,1.5226,0.0073,-16.66,15.05,52.78,walking_upstair
-0.0727,1.4782,-0.1069,-32.83,35.14,52.36,walking_upstair
0.3338,1.5762,-0.4934,13.02,19.32,72.45,walking_upstair
-0.5588,1.5987,0.347,14.42,73.99,81.13,walking_upstair
0.0303,1.6919,-0.2455,-37.94,46.06,69.3,walking_upstair
-0.0927,1.6089,0.163,-20.3,38.78,80.36,walking_upstair
-0.508,1.5416,0.2621,-18.13,76.37,75.53,walking_upstair
-0.2113,1.564,0.0346,-27.16,51.8,77.56,walking_upstair
-0.5475,1.5148,0.2826,-36.68,51.24,78.05,walking_upstair
-0.5363,1.3776,0.204,-35.14,40.88,73.08,walking_upstair
-0.3987,1.2625,0.2786,-32.13,29.26,70.56,walking_upstair
-0.1352,1.1585,0.2884,-14.07,27.3,74.97,walking_upstair
0.3201,1.1448,0.1279,-14.21,9.8,85.89,walking_upstair
0.5661,1.2371,-0.2206,-9.94,-28.42,98.0,walking_upstair
0.6178,1.3078,-0.2435,-1.47,-52.08,104.23,walking_upstair
0.4621,1.3391,-0.0327,-20.44,-27.65,100.66,walking_upstair
0.6832,1.2668,-0.0937,-41.93,-7.0,85.89,walking_upstair
1.0804,1.1527,-0.304,-40.95,-6.65,86.17,walking_upstair
1.4972,0.9804,-0.0171,-6.72,-14.63,115.92,walking_upstair
1.6577,1.1165,-0.2928,2.1,-6.51,155.75,walking_upstair
1.8729,1.2703,-0.3431,25.2,10.29,180.6,walking_upstair
1.6045,1.5167,-0.3152,-1.54,22.68,180.04,walking_upstair
1.1224,1.5684,-0.1025,-34.44,49.49,171.43,walking_upstair
0.8179,1.4996,-0.0083,-57.47,57.54,156.73,walking_upstair
0.6368,1.3332,-0.1186,-75.39,51.03,149.1,walking_upstair
0.5065,1.1561,-0.161,-80.08,35.07,148.47,walking_upstair
0.3889,0.9984,-0.1152,-75.67,27.51,149.1,walking_upstair
0.3245,0.8774,-0.1264,-64.61,2.59,145.67,walking_upstair
0.3148,0.8028,-0.1654,-49.84,2.52,135.8,walking_upstair
0.3118,0.7413,-0.1025,-42.7,-11.62,120.68,walking_upstair
0.1996,0.7105,-0.1059,-42.42,-22.19,102.34,walking_upstair
0.0029,0.6534,-0.001,-46.76,-28.14,75.04,walking_upstair
-0.2718,0.5553,0.1088,-45.57,-33.32,52.78,walking_upstair
-0.3723,0.4211,0.1264,-37.45,-43.12,30.31,walking_upstair
-0.3348,0.3987,0.0542,-30.38,-50.33,5.74,walking_upstair
-0.2084,0.3919,0.0264,-29.61,-56.0,-14.42,walking_upstair
-0.1552,0.3909,-0.0005,-29.33,-53.62,-31.71,walking_upstair
-0.1845,0.3626,0.0371,-28.35,-49.28,-45.64,walking_upstair
-0.2616,0.303,0.1308,-22.54,-42.0,-56.77,walking_upstair
-0.2977,0.2601,0.1279,-17.29,-36.54,-70.28,walking_upstair
-0.2845,0.2435,0.0771,-12.39,-37.87,-85.12,walking_upstair
-0.3026,0.2513,0.1039,2.52,-36.47,-103.95,walking_upstair
-0.3182,0.2645,0.1527,12.67,-33.74,-115.36,walking_upstair
-0.286,0.2952,0.1049,22.82,-32.69,-126.07,walking_upstair
-0.2284,0.3123,0.1254,26.74,-36.54,-137.55,walking_upstair
-0.2367,0.3035,0.0947,31.78,-44.87,-147.77,walking_upstair
-0.2518,0.304,0.0561,41.3,-50.96,-159.88,walking_upstair
-0.2157,0.3201,0.0605,49.07,-52.92,-174.02,walking_upstair
-0.1484,0.3811,0.0571,56.84,-48.65,-183.68,walking_upstair
-0.0254,0.4372,0.0859,59.08,-37.87,-190.82,walking_upstair
0.1093,0.4802,0.0781,51.03,-33.53,-197.47,walking_upstair
0.185,0.5119,0.0454,43.19,-17.43,-203.56,walking_upstair
0.2216,0.5197,0.0659,42.0,-5.95,-205.24,walking_upstair
0.3118,0.5388,0.0844,39.41,3.71,-201.18,walking_upstair
0.4309,0.5807,0.042,38.64,2.38,-189.84,walking_upstair
0.5407,0.6266,0.0625,41.44,2.03,-180.67,walking_upstair
0.7096,0.6871,0.0869,47.04,5.53,-162.33,walking_upstair
0.8833,0.7842,0.1127,46.48,5.32,-149.66,walking_upstair
1.0224,0.8691,0.2015,33.88,2.45,-125.79,walking_upstair
1.1414,0.8852,0.1879,17.08,0.14,-111.58,walking_upstair
1.2132,0.8486,0.123,12.67,-2.03,-85.68,walking_upstair
1.2371,0.7989,0.0908,11.2,-4.83,-61.81,walking_upstair
1.2654,0.7544,0.0429,8.68,-8.33,-38.92,walking_upstair
1.2405,0.6803,0.0649,5.74,-8.33,-19.25,walking_upstair
1.1478,0.5993,0.1376,0.98,-4.06,-0.63,walking_upstair
1.0956,0.4909,0.1147,-9.59,21.14,21.14,walking_upstair
1.7246,0.4553,-1.0429,47.81,11.76,13.58,walking_upstair
3.0271,0.4372,-0.5788,131.53,-58.8,25.83,walking_upstair
1.8427,0.9272,0.5841,142.38,54.46,46.69,walking_upstair
0.998,1.6904,0.1806,0.07,67.9,71.26,walking_upstair
0.6251,2.5718,-0.2167,82.39,-123.2,106.05,walking_upstair
-1.0555,3.5287,1.505,18.34,-41.72,26.88,walking_upstair
-2.5,2.4883,0.9906,-185.43,57.61,-50.47,walking_upstair
-0.3479,1.3059,-0.8574,-258.02,-41.51,-120.82,walking_upstair
1.4108,0.182,-1.1375,-185.78,-130.69,-81.41,walking_upstair
1.5884,-0.5675,-0.4031,-24.43,-38.15,30.94,walking_upstair
0.9887,-0.283,-0.3826,161.49,8.96,112.35,walking_upstair
0.2533,0.6115,-0.1196,189.84,-20.16,135.73,walking_upstair
-0.2591,1.5801,0.427,95.9,-24.29,90.23,walking_upstair
-0.162,2.0174,0.3431,-45.71,-25.48,1.26,walking_upstair
0.4011,1.3088,-0.059,-82.18,-23.31,-50.54,walking_upstair
0.3592,0.6959,-0.0405,-61.95,5.32,-33.88,walking_upstair
0.325,0.5002,-0.1762,-3.64,1.89,18.69,walking_upstair
0.2547,0.7237,-0.0815,39.41,-11.06,46.62,walking_upstair
0.1981,1.036,0.082,29.75,-11.2,33.67,walking_upstair
0.2621,1.1575,0.1127,4.13,-7.84,7.21,walking_upstair
0.3006,1.0702,0.0664,-18.06,0.14,-2.73,walking_upstair
0.2889,0.9013,-0.022,-17.71,-0.07,-4.76,walking_upstair
0.2952,0.8159,-0.0288,2.66,-5.67,-1.96,walking_upstair
0.2967,0.852,0.0029,18.27,-4.41,1.4,walking_upstair
0.2948,0.9389,-0.0151,21.77,-3.64,-1.26,walking_upstair
0.3001,0.995,-0.0181,17.08,-3.78,-7.42,walking_upstair
0.304,0.9945,-0.0122,10.99,-1.61,-13.23,walking_upstair
0.304,0.9594,-0.0029,13.02,3.29,-16.24,walking_upstair
0.3255,0.9296,-0.0161,16.1,7.42,-18.55,walking_upstair
0.3192,0.9257,-0.0312,20.02,9.31,-19.88,walking_upstair
0.2713,0.9218,-0.0376,25.83,10.01,-20.16,walking_upstair
0.2474,0.935,-0.0068,29.47,9.66,-21.07,walking_upstair
0.2791,0.9496,-0.0127,28.21,11.55,-22.61,walking_upstair
0.306,0.9584,-0.0327,27.51,15.33,-25.83,walking_upstair
0.2923,0.9594,-0.042,27.23,22.26,-27.44,walking_upstair
0.2381,0.9775,-0.0898,25.97,24.71,-28.28,walking_upstair
0.163,0.9911,-0.0991,24.01,22.4,-28.56,walking_upstair
0.1786,0.9867,-0.0747,19.39,18.34,-31.29,walking_upstair
0.2338,0.9697,-0.0664,15.33,18.62,-34.79,walking_upstair
0.2508,0.956,-0.0673,15.33,23.8,-35.63,walking_upstair
0.2167,0.9511,-0.0976,9.87,27.58,-35.07,walking_upstair
0.1698,0.9482,-0.1166,10.15,24.15,-31.71,walking_upstair
0.1044,0.9511,-0.103,10.71,18.9,-28.14,walking_upstair
0.0991,0.9599,-0.0771,10.92,15.54,-26.11,walking_upstair
0.1342,0.9706,-0.0849,5.81,15.12,-27.23,walking_upstair
0.1791,0.9609,-0.1113,-1.68,14.56,-30.03,walking_upstair
0.1474,0.9316,-0.1332,-3.08,15.75,-29.82,walking_upstair
0.1176,0.896,-0.123,-1.68,11.76,-29.33,walking_upstair
0.1327,0.8965,-0.1313,6.93,3.92,-24.78,walking_upstair
0.1303,0.9209,-0.0439,17.01,3.43,-16.94,walking_upstair
0.1259,0.9775,-0.0249,14.63,9.8,-13.09,walking_upstair
0.1186,1.0092,-0.0722,3.99,14.35,-13.86,walking_upstair
0.0927,0.9833,-0.1171,-6.51,11.2,-17.78,walking_upstair
0.0844,0.9189,-0.0742,-3.78,4.34,-0.63,walking_upstair
0.0922,0.8769,0.0088,7.91,1.68,-12.6,walking_upstair
0.1127,0.9155,0.0142,16.38,5.25,-0.77,walking_upstair
0.1308,0.9882,-0.0639,8.05,8.4,2.24,walking_upstair
0.1318,0.9984,-0.0717,-2.52,5.39,-1.96,walking_upstair
0.1108,0.9487,-0.0644,-4.76,3.78,-4.9,walking_upstair
0.0903,0.9091,-0.0791,1.89,2.87,-3.01,walking_upstair
0.1127,0.9087,-0.062,7.98,0.49,0.77,walking_upstair
0.164,0.9501,-0.0356,12.18,2.66,6.09,walking_upstair
0.1918,1.0004,-0.0351,11.76,9.17,7.0,walking_upstair
0.1684,1.0316,-0.0542,3.78,15.68,3.78,walking_upstair
0.124,1.0092,0.0063,-8.12,15.47,6.23,walking_upstair
0.0273,0.9941,-0.0395,-4.2,21.07,-1.82,walking_upstair
0.1752,0.9721,-0.1293,-4.83,24.5,4.2,walking_upstair
0.2108,0.9711,-0.0234,2.94,26.67,9.52,walking_upstair
0.1479,0.976,-0.0381,-4.13,27.79,18.9,walking_upstair
0.1142,0.9633,-0.0825,1.61,25.27,22.96,walking_upstair
0.1025,0.9814,-0.0517,33.53,22.75,25.34,walking_upstair
0.1108,1.0126,0.0015,20.09,23.03,26.74,walking_upstair
0.1513,1.0585,-0.0102,13.02,22.4,27.72,walking_upstair
0.1781,1.0638,-0.0044,7.7,22.82,29.61,walking_upstair
0.1606,1.057,-0.0093,4.83,25.13,29.47,walking_upstair
0.1322,1.059,-0.0459,3.01,24.15,30.1,walking_upstair
0.0864,1.0878,-0.0922,3.08,17.01,31.78,walking_upstair
